ID,damage,kills,rifle,sniper,pistol,smg,grenade,preplant kill,postplant kill,fast_kill_rating (first_kill),total kills,total deaths,avg kill time,assists,alone kills,Avg Distance to A bomb (on kill),times in catwalk_box,times in topmid_box,times in chair_box,times in midlane_box,times in underpass_box,times in window_box,times in stairs_box,times in tetris_box,times in sandwhich_box,times in Asite_box,times in firebox_box,times in jungle_box,times in connector_box,times in opening_box,times in opening2_box,times in A_main_box,times in T_ramp_box,times in hell_box,times in palace_box,times in pillars_box,times in ticket_box,times in CT_ramp_box,alone_death,total_distance_traveled
76561197975648000,856,6,6,0,0,0,0,5,1,4,6,13,450.92344,14,0,420.3370336,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,5070.080848
76561198043489500,970,7,3,4,0,0,0,4,3,5,7,12,283.9421,14,3,284.2697401,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7472.97995
76561198168699300,1626,19,19,0,0,0,0,18,1,5,19,10,112.5763222,20,4,96.29720853,1,2,0,0,0,0,0,0,0,6,0,0,2,1,0,0,1,2,0,0,0,0,4,5793.410272
76561198280393400,1483,12,12,0,0,0,0,11,1,5,12,12,211.6563182,11,2,223.1677249,1,0,0,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,4586.610462
76561198320775700,765,4,1,2,0,1,0,4,0,5,4,8,462.6211333,9,0,450.9757743,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4040.585047
76561198390246100,700,7,4,2,1,0,0,6,1,4,7,9,245.2561,7,1,209.778256,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3640.406722
76561198388246500,725,4,1,0,0,2,0,4,0,5,4,9,97.22266667,11,1,111.120133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5137.028364
76561198243727400,705,6,0,2,3,1,0,5,1,4,6,7,224.71096,10,2,286.4451145,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,4034.98774
76561198262818300,489,5,4,0,0,1,0,5,0,4,5,8,333.731575,5,2,326.3466412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,4215.509914
76561198347189500,918,13,5,4,4,0,0,10,3,5,13,5,123.0188833,15,2,105.6339019,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,5599.608175
76561198376752300,1045,7,7,0,0,0,0,6,1,5,7,8,114.1492833,11,2,118.9958283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3974.649217
76561198173503700,621,6,5,1,0,0,0,6,0,4,6,7,238.85042,10,2,272.2340518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4093.748791
76561198367311800,551,6,6,0,0,0,0,5,1,5,6,4,298.84742,9,1,241.1209498,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3003.893803
76561198101908700,1066,11,9,2,0,0,0,10,1,3,11,4,130.46909,3,4,163.5748873,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,4963.972096
76561198097008100,627,8,4,4,0,0,0,8,0,5,8,13,334.8110571,6,2,322.1348811,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2724.589927
76561198359485000,928,5,3,2,0,0,0,5,0,5,5,9,299.17095,11,3,223.4087493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4987.463552
76561198115840500,1848,24,22,0,0,1,1,19,5,5,24,8,99.69506087,16,0,94.68545048,0,0,0,1,0,0,0,0,2,0,0,0,8,0,3,1,0,0,0,0,0,2,0,4979.243741
76561198322317300,955,8,5,2,0,1,0,7,1,4,8,7,271.6321857,11,1,304.401934,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,4745.295863
76561198320915100,739,9,7,1,0,1,0,9,0,3,9,10,289.7992625,8,1,293.428745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5425.040241
76561198261026300,1506,15,7,2,3,3,0,14,1,4,15,17,161.7756357,14,0,162.5507966,4,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,5504.237658
76561198334411300,508,5,3,2,0,0,0,3,2,5,5,5,459.425475,6,1,414.1591737,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2613.747281
76561198058437100,859,7,7,0,0,0,0,6,1,5,7,11,262.5981667,14,2,207.609237,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,5358.64868
76561198057844600,1493,16,2,11,0,3,0,16,0,5,16,10,149.44256,15,0,164.535708,0,4,0,0,1,0,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,1,4703.186215
76561198158615400,713,4,2,0,2,0,0,4,0,5,4,11,546.583,7,2,516.9506781,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,4204.218705
76561198172918200,1051,11,6,1,1,3,0,10,1,4,11,6,195.45405,12,3,247.7962518,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3617.564025
76561198126696300,914,10,10,0,0,0,0,10,0,5,10,8,213.5733889,7,0,193.6833353,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,3319.514408
76561198036336800,971,14,11,3,0,0,0,11,3,3,14,6,145.4543385,10,5,168.9330325,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4544.011059
76561198367555100,536,8,6,0,0,2,0,8,0,5,8,6,148.7542857,7,0,154.0853842,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3860.433702
76561198034068000,343,3,3,0,0,0,0,2,1,5,3,5,677.4285,6,0,710.4268349,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2220.882205
76561198101762200,1476,15,11,4,0,0,0,14,1,5,15,17,120.9130429,15,3,101.5547452,0,1,0,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,5280.63645
76561198204766700,271,2,0,2,0,0,0,2,0,5,2,2,53.4142,2,1,170.334274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,683.5762608
76561198082045000,547,3,2,0,0,1,0,3,0,4,3,9,447.22285,9,0,625.2958032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3010.076018
76561198331671700,502,3,2,1,0,0,0,3,0,5,3,13,913.464,7,2,834.2229617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3864.814957
76561198171306500,834,9,9,0,0,0,0,7,2,5,9,6,60.8215,3,0,70.89759532,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,3140.206944
76561198373044700,665,5,5,0,0,0,0,5,0,5,5,7,418.966625,9,0,289.5375504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2982.448467
76561198058437100,409,4,4,0,0,0,0,0,4,5,4,7,8.721666667,6,4,47.38592206,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2563.493191
76561198122538900,401,2,1,0,0,1,0,2,0,4,2,7,1591.996,5,0,1175.440633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2501.8924
76561198369427200,129,1,1,0,0,0,0,1,0,5,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1919.751804
76561198271592100,872,9,6,1,0,2,0,8,1,4,9,7,214.809175,10,3,200.1428123,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,4325.91927
76561198413216900,789,5,4,1,0,0,0,2,3,4,5,5,168.7479,11,0,253.3395711,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3153.595326
76561198391145100,749,8,2,4,2,0,0,7,1,5,8,4,255.7627286,10,0,229.1248834,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2790.271418
76561198097291300,1180,14,12,2,0,0,0,9,5,5,14,3,133.6570538,11,0,91.88279117,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2864.9635
76561198204060500,394,4,4,0,0,0,0,4,0,5,4,5,178.212,8,0,149.0347468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3690.092702
76561198274241500,537,4,4,0,0,0,0,4,0,5,4,4,297.197,5,0,323.6884978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1374.601267
76561198107949600,874,6,4,2,0,0,0,6,0,5,6,10,184.14282,10,1,158.7251703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3707.282781
76561198339677800,870,9,7,0,0,2,0,9,0,4,9,8,209.3005875,9,2,245.9139977,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,3945.74906
76561198159006700,935,9,2,6,1,0,0,9,0,3,9,8,112.1156375,11,2,103.855992,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,2698.923287
76561198080849100,480,3,1,1,0,1,0,2,1,5,3,7,310.979,7,1,522.3951565,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3202.518935
76561198252584100,435,5,4,0,1,0,0,4,1,5,5,9,167.45455,7,1,282.5442158,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,3774.822229
76561198321805100,763,8,3,5,0,0,0,8,0,5,8,6,94.70588571,12,0,48.85350093,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3734.64591
76561198120043700,945,8,4,3,0,0,1,7,1,5,8,7,253.9377286,11,0,259.3360619,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,3883.415141
76561198056165200,1027,11,7,2,2,0,0,11,0,4,11,6,175.06486,11,4,153.5902634,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,3717.604127
76561198120296400,661,6,6,0,0,0,0,6,0,5,6,7,252.57838,10,2,230.1795746,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,3815.361282
76561198265845100,919,9,9,0,0,0,0,7,2,5,9,6,203.8222,5,4,177.7343852,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,3,3595.291689
76561197960973200,1433,15,7,7,0,0,1,11,4,5,15,7,164.1217071,14,4,140.3549563,0,2,0,0,0,1,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,4707.962036
76561198238918800,600,4,3,1,0,0,0,2,2,5,4,9,407.1733333,9,2,215.8441451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4348.146014
76561198273483300,657,6,2,3,0,1,0,6,0,5,6,9,298.60574,7,1,254.4032706,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4788.810064
76561198062438900,1012,8,8,0,0,0,0,7,1,5,8,9,194.1308571,10,3,279.5499108,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4,4576.523955
76561198170631200,429,7,6,0,0,0,1,4,3,5,7,9,209.1108333,3,3,229.3519222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5449.842255
76561198275875900,325,1,1,0,0,0,0,1,0,5,1,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1982.481762
76561197998694900,880,9,4,1,0,4,0,7,2,5,9,7,201.82925,11,0,150.8498534,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,4975.596867
76561198165446700,615,5,5,0,0,0,0,4,1,5,5,10,398.3661,8,1,353.7879472,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4572.513644
76561198086068600,1153,15,11,2,1,0,0,9,6,4,15,9,160.5614714,14,3,148.4612847,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,2,5852.347759
76561198022810000,1480,13,8,4,1,0,0,11,2,4,13,6,184.2599417,4,2,179.6687081,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,0,5066.937632
76561198232635900,1482,12,5,3,1,3,0,9,3,4,12,16,162.2471091,19,0,127.2812606,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,1,8332.384589
76561198162929900,2292,23,15,7,1,0,0,17,6,5,23,15,92.3124,19,2,79.06012896,0,0,0,3,0,2,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,1,7889.490255
76561198340346100,98,1,0,1,0,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,269.0639281
76561198125654800,1544,14,13,0,0,1,0,13,1,5,14,16,139.8319692,15,0,153.1631428,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,6301.591255
76561198139187800,1074,12,7,0,0,5,0,9,3,5,12,7,146.5207091,12,2,151.7577979,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,1,0,0,0,1,2,4281.377744
76561198283337400,1084,11,6,5,0,0,0,8,3,4,11,13,162.36668,13,0,114.6156468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,6069.200569
76561198367626900,873,9,3,2,4,0,0,8,1,5,9,15,172.29835,11,6,149.628568,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,3,4887.716
76561198362346000,432,3,1,0,0,2,0,2,1,4,3,12,508.0934,7,1,329.1070807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5468.184659
76561198086722300,1065,18,15,0,0,3,0,9,9,3,18,10,108.4746529,15,10,87.84811353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,8053.381612
76561198316135800,1241,13,7,4,0,2,0,10,3,5,13,12,124.8616167,5,8,125.4032887,1,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,5,6194.965484
76561198159402800,706,8,7,0,0,0,0,7,1,5,8,6,283.7310286,7,1,298.3481122,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,1,2060.428293
76561197960621800,765,5,4,0,0,1,0,4,1,4,5,7,278.738475,11,2,245.7814679,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2422.66237
76561198013879700,571,5,1,4,0,0,0,4,1,4,5,8,474.5463,8,3,509.3619869,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,4158.330163
76561198106307100,625,4,2,1,0,0,0,2,2,5,4,8,587.6315333,9,0,680.6295818,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2266.589572
76561198054164000,1045,12,6,0,6,0,0,10,2,5,12,7,164.5286727,11,3,101.4237989,1,0,0,1,0,0,0,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,2,3297.106353
76561198065350200,919,6,4,2,0,0,0,5,1,5,6,9,375.93596,9,1,330.2240144,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3844.795879
76561198078958900,861,9,0,5,3,1,0,6,3,4,9,4,227.7507625,10,1,241.4352528,1,0,0,0,0,1,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0,0,0,1844.334353
76561198155115100,789,11,10,0,0,0,0,9,2,5,11,5,190.34051,9,0,180.2602117,0,1,0,0,0,0,1,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2252.898615
76561198084109900,936,6,2,0,1,0,0,5,1,5,6,8,366.78326,13,1,381.3192878,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2779.783475
76561198104645800,455,4,3,0,1,0,0,4,0,4,4,8,563.3223667,2,0,447.2949253,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2504.710878
76561198259095900,1029,10,9,1,0,0,0,6,4,5,10,6,238.1285,12,2,248.3877721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3532.808579
76561198364082200,975,10,9,0,0,1,0,7,3,5,10,6,249.7227778,13,5,231.5124652,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,3826.454806
76561198121862700,676,6,5,1,0,0,0,6,0,4,6,6,517.28096,9,0,512.8643372,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068.27739
76561198306303200,970,9,0,8,0,0,0,8,1,5,9,7,312.2421375,9,4,318.2425169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4365.439246
76561198047953300,743,6,5,0,0,1,0,4,2,3,6,6,437.68436,9,2,423.0555781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3707.697061
76561198136756200,1357,14,4,9,0,1,0,10,4,5,14,8,197.9587308,15,5,190.5994818,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,4548.852861
76561198005010300,447,4,4,0,0,0,0,4,0,5,4,8,533.5096667,8,0,496.6082048,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2206.27378
76561198265845100,825,4,4,0,0,0,0,2,2,4,4,9,239.1982,11,0,223.5125993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3326.90959
76561198129438300,657,6,3,1,1,1,0,5,1,5,6,9,266.337,7,3,249.3049179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3950.375917
76561198228247300,379,3,1,0,2,0,0,2,1,5,3,7,156.94535,4,1,393.8896558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4157.002843
76561198087114700,1010,11,4,7,0,0,0,9,2,5,11,6,160.90304,11,3,181.8862769,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,3015.789613
76561197979945000,829,8,5,3,0,0,0,5,3,5,8,7,308.1729857,10,4,281.3075178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,5900.91025
76561198034991700,1362,10,10,0,0,0,0,10,0,5,10,13,202.4313222,15,0,196.7092168,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,3183.687052
76561198041338200,764,7,5,0,0,2,0,4,3,5,7,9,298.4785667,9,2,217.0082037,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,4103.100264
76561198075953800,1389,14,9,4,1,0,0,12,2,3,14,9,159.3722462,10,4,160.3123018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,0,1,0,3,5030.269046
76561198068766500,655,5,5,0,0,0,0,4,1,5,5,12,235.61675,11,0,242.3305358,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2210.265803
76561198081647300,610,7,6,1,0,0,0,4,3,5,7,8,249.4676333,10,1,205.0155449,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,3595.647504
76561198067129500,1724,16,3,12,0,0,0,10,6,4,16,9,142.51154,17,5,131.21815,2,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,1,6569.578125
76561198021383600,917,7,6,0,0,1,0,6,1,4,7,12,352.4234167,12,0,410.2509193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3372.874742
76561198051935500,751,9,5,3,1,0,0,6,3,5,9,9,235.206375,4,3,180.9403913,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,3,5469.842132
76561198100601300,745,7,7,0,0,0,0,7,0,4,7,8,303.4096333,11,0,318.8551127,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,3,0,0,0,0,0,2200.243935
76561198115467200,420,3,2,0,1,0,0,3,0,5,3,8,648.795,7,1,675.8006374,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2453.084212
76561198279538000,604,6,2,4,0,0,0,6,0,5,6,7,266.16358,6,0,320.7463112,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,2928.392575
76561198076372100,463,5,1,4,0,0,0,4,1,3,5,7,331.82145,7,1,301.7613171,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2740.116597
76561198265845100,467,1,1,0,0,0,0,0,1,5,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1717.957235
76561198219551500,1093,9,2,7,0,0,0,9,0,3,9,5,158.463225,9,3,178.2968676,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,2129.83434
76561198149765700,825,8,6,0,0,0,1,7,1,5,8,4,195.7211571,9,0,219.9243838,0,0,0,1,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2831.621392
76561198138250300,423,2,1,0,0,1,0,2,0,5,2,7,1583.5777,6,0,1654.577826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2530.144623
76561198192048000,656,9,6,1,0,0,2,7,2,4,9,4,232.2030875,9,1,197.2551216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,2756.110395
76561198337951900,792,9,8,0,1,0,0,7,2,5,9,2,206.62155,2,0,194.0174877,0,0,0,0,0,0,0,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1956.638124
76561198081052800,1312,8,5,0,2,1,0,7,1,5,8,12,335.4574429,14,2,285.498643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,7517.850843
76561198061013400,1114,9,8,0,0,1,0,7,2,4,9,12,332.78205,13,3,297.7614295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,4341.335699
76561197999633800,1192,13,3,7,3,0,0,12,1,4,13,9,182.3231917,16,4,146.6659487,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,6181.185747
76561198210943500,2013,21,8,11,2,0,0,16,5,4,21,9,120.28843,22,5,128.1525453,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,3,8532.405194
76561198113386900,1389,15,15,0,0,0,0,13,2,3,15,14,170.6329571,15,5,155.522586,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,0,0,0,0,2,7489.389281
76561198061432000,920,9,6,0,3,0,0,6,3,5,9,13,305.076925,13,3,283.8764663,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,5851.542858
76561198235336300,1304,13,4,8,1,0,0,9,4,5,13,14,207.7912,18,1,193.247443,1,1,0,1,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,8088.595677
76561197982169100,1111,10,4,0,3,2,1,10,0,5,10,14,258.0222222,16,2,285.1840802,0,1,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,4,7430.815896
76561198068705400,1469,13,5,6,1,1,0,12,1,5,13,13,200.39485,15,2,184.3345965,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,1,1,6,9143.105345
76561198068466000,1514,11,11,0,0,0,0,8,3,5,11,12,102.71998,11,3,47.44049507,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,5717.676774
76561198052547500,1526,15,13,2,0,0,0,13,2,5,15,9,149.0392714,17,1,103.7124696,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,5,6097.124486
76561198078682800,723,5,4,0,0,1,0,3,2,5,5,12,531.106975,15,1,640.2684554,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4507.163303
76561197993282400,1245,9,8,0,0,1,0,6,3,4,9,11,258.4982125,20,0,224.6583288,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,6413.665016
76561198318381800,859,9,6,1,2,0,0,4,5,5,9,11,186.698125,15,2,238.1752805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5209.239966
76561197994500100,810,7,6,0,0,1,0,6,1,3,7,13,357.5404333,18,1,366.1828848,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,4855.541615
76561198119073000,1301,12,4,5,1,1,1,8,4,5,12,10,196.6870091,20,0,232.5411204,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,6485.166388
76561198033779100,885,11,9,0,0,2,0,9,2,5,11,9,224.40337,10,2,161.6677971,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,5568.339004
76561198125049900,2340,19,19,0,0,0,0,15,4,4,19,11,134.2094,23,2,135.084268,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,1,0,0,0,0,1,7313.381234
76561198090171000,1158,9,7,0,1,0,1,7,2,3,9,8,290.661475,16,2,341.789079,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6347.096643
76561198012613200,644,7,5,0,0,2,0,5,2,5,7,9,219.6675,6,1,230.4968517,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,4,4823.506231
76561198077980000,1390,13,3,8,2,0,0,12,1,5,13,8,147.902975,16,1,150.8718624,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,1,0,1,3362.396064
76561197970263500,500,3,1,0,0,2,0,3,0,5,3,9,656.08145,10,0,667.8451973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3253.334109
76561198093078200,994,11,11,0,0,0,0,10,1,4,11,7,208.64515,11,4,145.5420079,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,2,4637.285124
76561198000743600,1592,16,14,1,1,0,0,10,6,5,16,4,130.9703533,16,5,113.1261235,2,0,0,0,0,0,1,0,0,1,0,1,2,0,1,0,1,1,0,0,0,0,2,4421.926718
76561197986940200,967,9,4,1,2,2,0,9,0,5,9,9,210.1884,8,0,227.8764311,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,1,1,3533.596317
